   pc   mr     e        isp
450.0  2.0  50.0 316.812183
450.0  2.0  60.0 340.117502
450.0  2.0  70.0 333.007901
450.0  2.0  80.0 345.604443
450.0  2.0  90.0 344.982769
450.0  2.0 100.0 325.194750
450.0  3.0  10.0 328.101236
450.0  3.0  20.0 338.377276
450.0  3.0  30.0 367.381289
450.0  3.0  40.0 374.498827
450.0  3.0  50.0 364.183174
450.0  3.0  60.0 370.023919
450.0  3.0  70.0 372.314615
450.0  3.0  80.0 390.221136
450.0  3.0  90.0 381.845705
450.0  3.0 100.0 376.255446
450.0  4.0  10.0 329.119225
450.0  4.0  20.0 333.728215
450.0  4.0  30.0 346.398229
450.0  4.0  40.0 357.797944
450.0  4.0  50.0 355.521676
450.0  4.0  60.0 382.234922
450.0  4.0  70.0 370.276412
450.0  4.0  80.0 384.841038
450.0  4.0  90.0 376.050763
450.0  4.0 100.0 377.986754
450.0  5.0  10.0 314.567224
450.0  5.0  20.0 337.921093
450.0  5.0  30.0 329.814339
450.0  5.0  40.0 338.626754
450.0  5.0  50.0 336.868112
450.0  5.0  60.0 349.167388
450.0  5.0  70.0 348.844023
450.0  5.0  80.0 353.081326
450.0  5.0  90.0 366.993659
450.0  5.0 100.0 345.656866
450.0  6.0  10.0 284.800669
450.0  6.0  20.0 304.606679
450.0  6.0  30.0 304.520139
450.0  6.0  40.0 328.611959
450.0  6.0  50.0 333.287300
450.0  6.0  60.0 316.123847
450.0  6.0  70.0 337.411482
450.0  6.0  80.0 327.314830
450.0  6.0  90.0 335.935696
450.0  6.0 100.0 350.341097
450.0  7.0  10.0 275.382005
450.0  7.0  20.0 298.629995
450.0  7.0  30.0 312.647146
450.0  7.0  40.0 303.126220
450.0  7.0  50.0 298.343256
450.0  7.0  60.0 327.817305
450.0  7.0  70.0 330.807077
450.0  7.0  80.0 331.458816
450.0  7.0  90.0 321.863001
450.0  7.0 100.0 312.077818
450.0  8.0  10.0 264.973991
450.0  8.0  20.0 284.875623
450.0  8.0  30.0 292.173748
450.0  8.0  40.0 287.175520
450.0  8.0  50.0 287.040562
450.0  8.0  60.0 289.238776
450.0  8.0  70.0 288.002411
450.0  8.0  80.0 301.463687
450.0  8.0  90.0 316.703596
450.0  8.0 100.0 294.775199
450.0  9.0  10.0 248.475187
450.0  9.0  20.0 266.282624
450.0  9.0  30.0 291.012345
450.0  9.0  40.0 280.639842
450.0  9.0  50.0 272.229780
450.0  9.0  60.0 275.212026
450.0  9.0  70.0 282.799753
450.0  9.0  80.0 284.113032
450.0  9.0  90.0 285.225637
450.0  9.0 100.0 290.185879
450.0 10.0  10.0 238.836074
450.0 10.0  20.0 261.755577
450.0 10.0  30.0 253.028650
450.0 10.0  40.0 272.356200
450.0 10.0  50.0 279.725930
450.0 10.0  60.0 270.535785
450.0 10.0  70.0 286.982807
450.0 10.0  80.0 284.177799
450.0 10.0  90.0 281.188749
450.0 10.0 100.0 290.060128
500.0  1.0  10.0 239.995605
500.0  1.0  20.0 252.525850
500.0  1.0  30.0 266.500399
500.0  1.0  40.0 260.093269
500.0  1.0  50.0 263.471564
500.0  1.0  60.0 288.120454
500.0  1.0  70.0 297.286059
500.0  1.0  80.0 270.109580
500.0  1.0  90.0 300.679154
500.0  1.0 100.0 298.053300
500.0  2.0  10.0 304.693125
500.0  2.0  20.0 313.838519
500.0  2.0  30.0 313.921962
500.0  2.0  40.0 328.913106
500.0  2.0  50.0 336.853204
500.0  2.0  60.0 320.164859
500.0  2.0  70.0 344.060459
500.0  2.0  80.0 328.661369
500.0  2.0  90.0 328.043403
500.0  2.0 100.0 333.258538
500.0  3.0  10.0 330.274634
500.0  3.0  20.0 346.517331
500.0  3.0  30.0 349.505249
500.0  3.0  40.0 357.612753
500.0  3.0  50.0 355.290019
500.0  3.0  60.0 373.125391
500.0  3.0  70.0 380.411812
500.0  3.0  80.0 368.314816
500.0  3.0  90.0 384.936417
500.0  3.0 100.0 372.343607
500.0  4.0  10.0 324.459269
500.0  4.0  20.0 338.065040
500.0  4.0  30.0 355.730649
500.0  4.0  40.0 350.126143
500.0  4.0  50.0 375.845966
500.0  4.0  60.0 357.555595
500.0  4.0  70.0 368.593722
500.0  4.0  80.0 384.155203
500.0  4.0  90.0 367.361972
500.0  4.0 100.0 372.295169
500.0  5.0  10.0 296.854341
500.0  5.0  20.0 340.193053
500.0  5.0  30.0 347.072950
500.0  5.0  40.0 350.873976
500.0  5.0  50.0 344.105567
500.0  5.0  60.0 347.396399
500.0  5.0  70.0 347.065670
500.0  5.0  80.0 346.296497
500.0  5.0  90.0 360.203089
500.0  5.0 100.0 347.861165
500.0  6.0  10.0 283.017234
500.0  6.0  20.0 308.796487
500.0  6.0  30.0 314.692339
500.0  6.0  40.0 326.771486
500.0  6.0  50.0 339.437541
500.0  6.0  60.0 325.266795
500.0  6.0  70.0 319.548496
500.0  6.0  80.0 347.446884
500.0  6.0  90.0 352.063513
500.0  6.0 100.0 350.465234
500.0  7.0  10.0 295.532382
500.0  7.0  20.0 311.753972
500.0  7.0  30.0 316.757134
500.0  7.0  40.0 305.227195
500.0  7.0  50.0 314.437758
500.0  7.0  60.0 325.906839
500.0  7.0  70.0 325.892623
500.0  7.0  80.0 314.541057
500.0  7.0  90.0 316.942420
500.0  7.0 100.0 326.154813
500.0  8.0  10.0 283.073678
500.0  8.0  20.0 282.955514
500.0  8.0  30.0 301.244003
500.0  8.0  40.0 306.239716
500.0  8.0  50.0 289.100451
500.0  8.0  60.0 302.295364
500.0  8.0  70.0 298.056370
500.0  8.0  80.0 297.515469
500.0  8.0  90.0 312.753534
500.0  8.0 100.0 305.823543
500.0  9.0  10.0 273.539886
500.0  9.0  20.0 276.333763
500.0  9.0  30.0 279.057089
500.0  9.0  40.0 274.680596
500.0  9.0  50.0 285.267704
500.0  9.0  60.0 288.247793
500.0  9.0  70.0 286.833795
500.0  9.0  80.0 291.145647
500.0  9.0  90.0 295.257044
500.0  9.0 100.0 287.216242
500.0 10.0  10.0 252.877403
500.0 10.0  20.0 272.787980
500.0 10.0  30.0 263.056890
500.0 10.0  40.0 272.381848
500.0 10.0  50.0 273.749742
500.0 10.0  60.0 278.558198
500.0 10.0  70.0 262.004102
500.0 10.0  80.0 278.198171
500.0 10.0  90.0 284.208340
500.0 10.0 100.0 285.079044
