   pc  mr     e        isp
450.0 1.0  50.0 277.149065
450.0 1.0  60.0 279.797983
450.0 1.0  70.0 281.963667
450.0 1.0  80.0 283.787294
450.0 1.0  90.0 285.356991
450.0 1.0 100.0 286.731270
450.0 1.5  10.0 271.926670
450.0 1.5  20.0 285.283591
450.0 1.5  30.0 292.260205
450.0 1.5  40.0 296.892795
450.0 1.5  50.0 300.321338
450.0 1.5  60.0 303.022748
450.0 1.5  70.0 305.240148
450.0 1.5  80.0 307.113590
450.0 1.5  90.0 308.730807
450.0 1.5 100.0 310.150232
450.0 2.0  10.0 306.688293
450.0 2.0  20.0 318.827252
450.0 2.0  30.0 324.898938
450.0 2.0  40.0 328.880009
450.0 2.0  50.0 331.812183
450.0 2.0  60.0 334.117502
450.0 2.0  70.0 336.007901
450.0 2.0  80.0 337.604443
450.0 2.0  90.0 338.982769
450.0 2.0 100.0 340.194750
450.0 2.5  10.0 327.341019
450.0 2.5  20.0 341.352390
450.0 2.5  30.0 348.200884
450.0 2.5  40.0 352.573069
450.0 2.5  50.0 355.722178
450.0 2.5  60.0 358.152680
450.0 2.5  70.0 360.115146
450.0 2.5  80.0 361.750842
450.0 2.5  90.0 363.146703
450.0 2.5 100.0 364.359761
450.0 3.0  10.0 335.101236
450.0 3.0  20.0 351.377276
450.0 3.0  30.0 359.381289
450.0 3.0  40.0 364.498827
450.0 3.0  50.0 368.183174
450.0 3.0  60.0 371.023919
450.0 3.0  70.0 373.314615
450.0 3.0  80.0 375.221136
450.0 3.0  90.0 376.845705
450.0 3.0 100.0 378.255446
450.0 3.5  10.0 332.652483
450.0 3.5  20.0 351.121592
450.0 3.5  30.0 360.484766
450.0 3.5  40.0 366.545804
450.0 3.5  50.0 370.935248
450.0 3.5  60.0 374.332394
450.0 3.5  70.0 377.078218
450.0 3.5  80.0 379.367283
450.0 3.5  90.0 381.320131
450.0 3.5 100.0 383.016227
450.0 4.0  10.0 325.119225
450.0 4.0  20.0 343.728215
450.0 4.0  30.0 353.398229
450.0 4.0  40.0 359.797944
450.0 4.0  50.0 364.521676
450.0 4.0  60.0 368.234922
450.0 4.0  70.0 371.276412
450.0 4.0  80.0 373.841038
450.0 4.0  90.0 376.050763
450.0 4.0 100.0 377.986754
450.0 4.5  10.0 317.132833
450.0 4.5  20.0 335.175772
450.0 4.5  30.0 344.508324
450.0 4.5  40.0 350.657311
450.0 4.5  50.0 355.176227
450.0 4.5  60.0 358.713260
450.0 4.5  70.0 361.598237
450.0 4.5  80.0 364.020890
450.0 4.5  90.0 366.099940
450.0 4.5 100.0 367.914380
450.0 5.0  10.0 309.567224
450.0 5.0  20.0 326.921093
450.0 5.0  30.0 335.814339
450.0 5.0  40.0 341.626754
450.0 5.0  50.0 345.868112
450.0 5.0  60.0 349.167388
450.0 5.0  70.0 351.844023
450.0 5.0  80.0 354.081326
450.0 5.0  90.0 355.993659
450.0 5.0 100.0 357.656866
500.0 0.5  10.0 216.084838
500.0 0.5  20.0 227.493711
500.0 0.5  30.0 233.329585
500.0 0.5  40.0 237.157591
500.0 0.5  50.0 239.966364
500.0 0.5  60.0 242.164856
500.0 0.5  70.0 243.959823
500.0 0.5  80.0 245.469587
500.0 0.5  90.0 246.767869
500.0 0.5 100.0 247.903544
500.0 1.0  10.0 248.995605
500.0 1.0  20.0 262.525850
500.0 1.0  30.0 269.500399
500.0 1.0  40.0 274.093269
500.0 1.0  50.0 277.471564
500.0 1.0  60.0 280.120454
500.0 1.0  70.0 282.286059
500.0 1.0  80.0 284.109580
500.0 1.0  90.0 285.679154
500.0 1.0 100.0 287.053300
500.0 1.5  10.0 272.153780
500.0 1.5  20.0 285.530800
500.0 1.5  30.0 292.515627
500.0 1.5  40.0 297.152845
500.0 1.5  50.0 300.584398
500.0 1.5  60.0 303.287935
500.0 1.5  70.0 305.506923
500.0 1.5  80.0 307.381595
500.0 1.5  90.0 308.999792
500.0 1.5 100.0 310.420017
500.0 2.0  10.0 306.693125
500.0 2.0  20.0 318.838519
500.0 2.0  30.0 324.921962
500.0 2.0  40.0 328.913106
500.0 2.0  50.0 331.853204
500.0 2.0  60.0 334.164859
500.0 2.0  70.0 336.060459
500.0 2.0  80.0 337.661369
500.0 2.0  90.0 339.043403
500.0 2.0 100.0 340.258538
500.0 2.5  10.0 327.391226
500.0 2.5  20.0 341.392164
500.0 2.5  30.0 348.235960
500.0 2.5  40.0 352.605290
500.0 2.5  50.0 355.752418
500.0 2.5  60.0 358.181436
500.0 2.5  70.0 360.142734
500.0 2.5  80.0 361.777480
500.0 2.5  90.0 363.172548
500.0 2.5 100.0 364.384933
500.0 3.0  10.0 335.274634
500.0 3.0  20.0 351.517331
500.0 3.0  30.0 359.505249
500.0 3.0  40.0 364.612753
500.0 3.0  50.0 368.290019
500.0 3.0  60.0 371.125391
500.0 3.0  70.0 373.411812
500.0 3.0  80.0 375.314816
500.0 3.0  90.0 376.936417
500.0 3.0 100.0 378.343607
500.0 3.5  10.0 332.970146
500.0 3.5  20.0 351.413438
500.0 3.5  30.0 360.754149
500.0 3.5  40.0 366.797028
500.0 3.5  50.0 371.173459
500.0 3.5  60.0 374.559716
500.0 3.5  70.0 377.296619
500.0 3.5  80.0 379.578203
500.0 3.5  90.0 381.524657
500.0 3.5 100.0 383.215199
500.0 4.0  10.0 325.459269
500.0 4.0  20.0 344.065040
500.0 4.0  30.0 353.730649
500.0 4.0  40.0 360.126143
500.0 4.0  50.0 364.845966
500.0 4.0  60.0 368.555595
500.0 4.0  70.0 371.593722
500.0 4.0  80.0 374.155203
500.0 4.0  90.0 376.361972
500.0 4.0 100.0 378.295169
500.0 4.5  10.0 317.451202
500.0 4.5  20.0 335.486442
500.0 4.5  30.0 344.810902
500.0 4.5  40.0 350.952387
500.0 4.5  50.0 355.464401
500.0 4.5  60.0 358.995066
500.0 4.5  70.0 361.874145
500.0 4.5  80.0 364.291318
500.0 4.5  90.0 366.365261
500.0 4.5 100.0 368.174934
500.0 5.0  10.0 309.854341
500.0 5.0  20.0 327.193053
500.0 5.0  30.0 336.072950
500.0 5.0  40.0 341.873976
500.0 5.0  50.0 346.105567
500.0 5.0  60.0 349.396399
500.0 5.0  70.0 352.065670
500.0 5.0  80.0 354.296497
500.0 5.0  90.0 356.203089
500.0 5.0 100.0 357.861165
